userid,transaction,region,transaction_date,product_category,sell_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price
U01081,TXN101081,North,2025-09-09,Fashion,8120.0,Refunded,Mumbai,33,Free,2025-09-09 10:19:00,user1081@example.com,user1081,4060.0,S089,2,0,P3558,Low,4060
U01082,TXN101082,East,2025-10-24,Sports,28746.9,Refunded,Mumbai,65,Basic,2025-10-24 09:26:00,user1082@example.com,user1082,3194.1,S024,9,30,P6694,Medium,4563
U01083,TXN101083,North,2025-06-16,Electronics,29280.0,Refunded,Chennai,31,Free,2025-06-16 06:47:00,user1083@example.com,user1083,2928.0,S066,10,20,P6337,Low,3660
U01084,TXN101084,North,2025-03-24,Books,8438.8,Pending,Delhi,55,Basic,2025-03-24 07:02:00,user1084@example.com,user1084,1054.85,S042,8,15,P5856,Low,1241
U01085,TXN101085,West,2025-10-05,Fashion,5497.2,Refunded,Mumbai,55,Basic,2025-10-05 15:45:00,user1085@example.com,user1085,1374.3,S017,4,10,P6500,Medium,1527
U01086,TXN101086,West,2025-09-17,Home,5284.8,Pending,Delhi,18,Free,2025-09-17 17:15:00,user1086@example.com,user1086,2642.4,S099,2,10,P3302,Low,2936
U01087,TXN101087,South,2025-02-02,Fashion,7664.0,Refunded,Kolkata,19,Premium,2025-02-02 23:52:00,user1087@example.com,user1087,3832.0,S018,2,20,P6121,Urgent,4790
U01088,TXN101088,South,2025-07-28,Books,2463.3,Refunded,Chennai,41,Premium,2025-07-28 14:59:00,user1088@example.com,user1088,351.9,S047,7,10,P9846,Medium,391
U01089,TXN101089,North,2025-03-02,Sports,12594.0,Completed,Jaipur,28,Premium,2025-03-02 03:20:00,user1089@example.com,user1089,4198.0,S056,3,0,P2566,Low,4198
U01090,TXN101090,South,2025-12-03,Fashion,2156.0,Completed,Mumbai,23,Free,2025-12-03 02:08:00,user1090@example.com,user1090,269.5,S066,8,30,P4360,High,385
U01091,TXN101091,West,2025-09-26,Electronics,39222.0,Completed,Hyderabad,23,Basic,2025-09-26 13:48:00,user1091@example.com,user1091,4358.0,S034,9,0,P1260,High,4358
U01092,TXN101092,South,2025-08-06,Fashion,7473.6,Failed,Mumbai,19,Free,2025-08-06 17:21:00,user1092@example.com,user1092,1868.4,S016,4,10,P7683,Low,2076
U01093,TXN101093,North,2025-12-26,Books,29155.0,Refunded,Mumbai,53,Premium,2025-12-26 20:56:00,user1093@example.com,user1093,2915.5,S026,10,30,P4648,Urgent,4165
U01094,TXN101094,East,2025-10-24,Grocery,13326.0,Refunded,Jaipur,29,Premium,2025-10-24 21:23:00,user1094@example.com,user1094,3331.5,S053,4,25,P8098,Medium,4442
U01095,TXN101095,South,2026-04-16,Fashion,3522.0,Completed,Mumbai,39,Basic,2026-04-16 04:01:00,user1095@example.com,user1095,1761.0,S021,2,25,P1894,Low,2348
U01096,TXN101096,South,2025-01-14,Books,32340.0,Refunded,Jaipur,37,Basic,2025-01-14 13:03:00,user1096@example.com,user1096,3234.0,S064,10,0,P4689,Low,3234
U01097,TXN101097,North,2025-03-24,Home,4145.45,Failed,Delhi,27,Free,2025-03-24 17:14:00,user1097@example.com,user1097,4145.45,S057,1,15,P9240,High,4877
U01098,TXN101098,West,2025-09-19,Books,8473.5,Failed,Mumbai,61,Basic,2025-09-19 01:45:00,user1098@example.com,user1098,1210.5,S049,7,10,P4751,Urgent,1345
U01099,TXN101099,West,2025-11-02,Home,2924.8,Pending,Mumbai,25,Basic,2025-11-02 05:33:00,user1099@example.com,user1099,2924.8,S023,1,20,P1077,Urgent,3656
U01100,TXN101100,East,2025-05-24,Fashion,23076.0,Pending,Mumbai,62,Premium,2025-05-24 04:21:00,user1100@example.com,user1100,2884.5,S002,8,10,P9881,High,3205
U01101,TXN101101,South,2025-09-08,Books,14590.0,Refunded,Mumbai,55,Free,2025-09-08 05:56:00,user1101@example.com,user1101,2918.0,S086,5,0,P9498,Medium,2918
U01102,TXN101102,East,2025-02-02,Electronics,29137.5,Completed,Kolkata,43,Free,2025-02-02 00:55:00,user1102@example.com,user1102,2913.75,S077,10,25,P6771,Low,3885
U01103,TXN101103,West,2025-04-24,Fashion,20813.1,Completed,Bengaluru,57,Basic,2025-04-24 10:41:00,user1103@example.com,user1103,3468.85,S042,6,15,P8282,Urgent,4081
U01104,TXN101104,East,2025-08-25,Sports,16507.5,Completed,Chennai,25,Free,2025-08-25 18:35:00,user1104@example.com,user1104,1650.75,S021,10,25,P7767,High,2201
U01105,TXN101105,North,2025-04-26,Fashion,2652.0,Pending,Chennai,70,Premium,2025-04-26 01:52:00,user1105@example.com,user1105,2652.0,S059,1,25,P9245,High,3536
U01106,TXN101106,East,2025-03-22,Electronics,7938.0,Failed,Delhi,62,Basic,2025-03-22 23:38:00,user1106@example.com,user1106,3969.0,S071,2,10,P8070,Urgent,4410
U01107,TXN101107,East,2026-01-26,Grocery,9006.0,Failed,Bengaluru,20,Free,2026-01-26 14:10:00,user1107@example.com,user1107,1125.75,S025,8,25,P3805,Medium,1501
U01108,TXN101108,East,2025-02-27,Fashion,18860.0,Completed,Hyderabad,30,Premium,2025-02-27 03:40:00,user1108@example.com,user1108,4715.0,S071,4,0,P1525,Low,4715
U01109,TXN101109,South,2025-08-12,Grocery,9690.0,Failed,Pune,44,Free,2025-08-12 17:32:00,user1109@example.com,user1109,969.0,S075,10,0,P5194,Urgent,969
U01110,TXN101110,North,2025-05-26,Fashion,21072.0,Completed,Bengaluru,59,Basic,2025-05-26 22:35:00,user1110@example.com,user1110,2634.0,S016,8,0,P6095,Medium,2634
U01111,TXN101111,East,2025-02-20,Grocery,2721.6,Failed,Pune,67,Premium,2025-02-20 10:38:00,user1111@example.com,user1111,453.6,S050,6,20,P4552,Medium,567
U01112,TXN101112,West,2025-01-30,Fashion,5558.0,Pending,Pune,33,Free,2025-01-30 03:39:00,user1112@example.com,user1112,1111.6,S007,5,30,P2516,Low,1588
U01113,TXN101113,North,2025-10-31,Grocery,13909.0,Pending,Mumbai,39,Free,2025-10-31 06:00:00,user1113@example.com,user1113,1987.0,S065,7,0,P6943,Low,1987
U01114,TXN101114,West,2025-10-12,Home,10704.6,Pending,Jaipur,32,Free,2025-10-12 20:09:00,user1114@example.com,user1114,1189.4,S079,9,5,P2256,Low,1252
U01115,TXN101115,South,2025-12-08,Grocery,3929.8,Refunded,Chennai,43,Basic,2025-12-08 14:42:00,user1115@example.com,user1115,561.4,S040,7,30,P9011,Medium,802
U01116,TXN101116,North,2025-01-21,Electronics,7370.1,Failed,Mumbai,60,Basic,2025-01-21 06:00:00,user1116@example.com,user1116,1228.35,S100,6,5,P3323,High,1293
U01117,TXN101117,North,2026-01-17,Books,11790.8,Completed,Chennai,41,Basic,2026-01-17 03:27:00,user1117@example.com,user1117,2947.7,S010,4,30,P6581,Low,4211
U01118,TXN101118,West,2026-03-31,Electronics,6612.0,Refunded,Hyderabad,41,Free,2026-03-31 08:35:00,user1118@example.com,user1118,1653.0,S100,4,5,P7593,Low,1740
U01119,TXN101119,East,2025-11-17,Electronics,10143.0,Failed,Jaipur,44,Free,2025-11-17 13:04:00,user1119@example.com,user1119,1014.3,S070,10,10,P2012,High,1127
U01120,TXN101120,West,2025-12-18,Grocery,10548.0,Pending,Bengaluru,33,Free,2025-12-18 20:29:00,user1120@example.com,user1120,1318.5,S068,8,10,P4102,Low,1465
U01121,TXN101121,South,2026-02-21,Grocery,17881.6,Pending,Chennai,58,Free,2026-02-21 05:31:00,user1121@example.com,user1121,2235.2,S083,8,20,P2062,Urgent,2794
U01122,TXN101122,North,2025-10-02,Grocery,2651.6,Failed,Jaipur,52,Free,2025-10-02 16:19:00,user1122@example.com,user1122,2651.6,S047,1,30,P2317,Medium,3788
U01123,TXN101123,West,2025-11-19,Grocery,20614.5,Refunded,Chennai,70,Free,2025-11-19 17:15:00,user1123@example.com,user1123,3435.75,S065,6,25,P7705,Low,4581
U01124,TXN101124,North,2025-11-09,Books,23342.4,Failed,Delhi,46,Free,2025-11-09 08:13:00,user1124@example.com,user1124,2593.6,S060,9,20,P4680,Low,3242
U01125,TXN101125,North,2025-03-17,Grocery,13396.0,Completed,Bengaluru,40,Premium,2025-03-17 15:13:00,user1125@example.com,user1125,3349.0,S075,4,15,P1938,Medium,3940
U01126,TXN101126,West,2025-02-24,Electronics,21564.5,Refunded,Hyderabad,69,Free,2025-02-24 22:24:00,user1126@example.com,user1126,2156.45,S094,10,15,P1426,Medium,2537
U01127,TXN101127,South,2025-04-02,Grocery,6615.0,Pending,Pune,32,Premium,2025-04-02 20:13:00,user1127@example.com,user1127,1653.75,S031,4,25,P8920,Urgent,2205
U01128,TXN101128,South,2025-01-29,Sports,5152.8,Pending,Bengaluru,56,Free,2025-01-29 17:43:00,user1128@example.com,user1128,1717.6,S041,3,20,P7602,High,2147
U01129,TXN101129,North,2025-05-19,Books,20212.5,Completed,Jaipur,35,Basic,2025-05-19 15:59:00,user1129@example.com,user1129,2887.5,S036,7,30,P1922,Urgent,4125
U01130,TXN101130,South,2026-03-22,Sports,5458.5,Refunded,Chennai,26,Premium,2026-03-22 01:57:00,user1130@example.com,user1130,909.75,S035,6,25,P4974,Urgent,1213
U01131,TXN101131,South,2025-08-06,Grocery,6316.8,Completed,Chennai,47,Free,2025-08-06 08:34:00,user1131@example.com,user1131,3158.4,S034,2,20,P1620,Urgent,3948
U01132,TXN101132,South,2025-02-01,Fashion,21266.0,Pending,Delhi,69,Free,2025-02-01 11:35:00,user1132@example.com,user1132,3038.0,S095,7,0,P3891,High,3038
U01133,TXN101133,North,2026-04-29,Electronics,5479.2,Completed,Kolkata,22,Premium,2026-04-29 13:05:00,user1133@example.com,user1133,2739.6,S017,2,10,P1941,Low,3044
U01134,TXN101134,East,2025-06-21,Home,15656.0,Refunded,Jaipur,48,Basic,2025-06-21 13:52:00,user1134@example.com,user1134,1565.6,S026,10,20,P9831,Medium,1957
U01135,TXN101135,South,2026-04-27,Books,28515.2,Pending,Mumbai,27,Basic,2026-04-27 16:46:00,user1135@example.com,user1135,3564.4,S002,8,5,P4171,Urgent,3752
U01136,TXN101136,East,2025-05-20,Fashion,3773.0,Refunded,Hyderabad,63,Free,2025-05-20 23:43:00,user1136@example.com,user1136,754.6,S025,5,30,P6001,Urgent,1078
U01137,TXN101137,North,2025-09-16,Home,2148.9,Completed,Pune,22,Free,2025-09-16 02:03:00,user1137@example.com,user1137,2148.9,S074,1,5,P3625,Low,2262
U01138,TXN101138,East,2025-01-10,Grocery,22132.8,Completed,Kolkata,30,Free,2025-01-10 17:12:00,user1138@example.com,user1138,3688.8,S089,6,20,P8712,High,4611
U01139,TXN101139,East,2025-06-13,Home,3427.2,Completed,Pune,28,Free,2025-06-13 00:16:00,user1139@example.com,user1139,3427.2,S094,1,20,P9239,Medium,4284
U01140,TXN101140,East,2025-10-05,Home,1649.25,Pending,Jaipur,38,Basic,2025-10-05 17:15:00,user1140@example.com,user1140,1649.25,S044,1,25,P2088,High,2199
U01141,TXN101141,North,2025-02-09,Home,3289.5,Refunded,Delhi,36,Free,2025-02-09 19:49:00,user1141@example.com,user1141,1644.75,S098,2,25,P1717,Urgent,2193
U01142,TXN101142,East,2025-05-25,Fashion,1745.6,Pending,Hyderabad,47,Free,2025-05-25 02:06:00,user1142@example.com,user1142,1745.6,S011,1,20,P1622,Low,2182
U01143,TXN101143,West,2025-05-10,Grocery,9401.4,Pending,Delhi,49,Basic,2025-05-10 20:10:00,user1143@example.com,user1143,1566.9,S008,6,10,P2726,Low,1741
U01144,TXN101144,East,2025-05-03,Fashion,2024.7,Pending,Jaipur,53,Free,2025-05-03 01:51:00,user1144@example.com,user1144,674.9,S083,3,15,P2215,Urgent,794
U01145,TXN101145,South,2026-04-20,Books,13352.25,Failed,Pune,31,Basic,2026-04-20 17:04:00,user1145@example.com,user1145,4450.75,S071,3,5,P6953,Medium,4685
U01146,TXN101146,West,2025-10-30,Fashion,21554.4,Pending,Mumbai,68,Basic,2025-10-30 03:50:00,user1146@example.com,user1146,3079.2,S089,7,20,P7176,Urgent,3849
U01147,TXN101147,East,2025-03-21,Grocery,3415.0,Completed,Chennai,39,Premium,2025-03-21 18:08:00,user1147@example.com,user1147,3415.0,S037,1,0,P3576,Low,3415
U01148,TXN101148,North,2026-02-23,Electronics,15646.5,Failed,Mumbai,70,Free,2026-02-23 17:02:00,user1148@example.com,user1148,2607.75,S085,6,25,P7127,Medium,3477
U01149,TXN101149,North,2025-10-26,Fashion,18390.4,Refunded,Bengaluru,55,Free,2025-10-26 10:33:00,user1149@example.com,user1149,2627.2,S023,7,20,P6806,Low,3284
U01150,TXN101150,North,2025-08-11,Home,3030.0,Failed,Hyderabad,31,Basic,2025-08-11 02:17:00,user1150@example.com,user1150,757.5,S004,4,25,P2762,Medium,1010
U01151,TXN101151,West,2025-07-26,Grocery,2301.0,Completed,Bengaluru,29,Free,2025-07-26 05:34:00,user1151@example.com,user1151,2301.0,S054,1,0,P6514,Low,2301
U01152,TXN101152,North,2025-04-15,Sports,7133.0,Completed,Hyderabad,66,Free,2025-04-15 18:33:00,user1152@example.com,user1152,713.3,S022,10,30,P5702,High,1019
U01153,TXN101153,West,2025-01-22,Books,4427.0,Failed,Kolkata,27,Basic,2025-01-22 15:30:00,user1153@example.com,user1153,442.7,S009,10,5,P5934,High,466
U01154,TXN101154,South,2025-09-01,Sports,40971.6,Refunded,Mumbai,40,Basic,2025-09-01 10:13:00,user1154@example.com,user1154,4552.4,S082,9,5,P7735,Urgent,4792
U01155,TXN101155,South,2025-09-03,Books,4252.0,Refunded,Delhi,45,Basic,2025-09-03 19:51:00,user1155@example.com,user1155,850.4,S088,5,20,P4059,Medium,1063
U01156,TXN101156,South,2025-03-25,Home,35136.0,Failed,Chennai,47,Premium,2025-03-25 19:33:00,user1156@example.com,user1156,3904.0,S002,9,20,P8096,Medium,4880
U01157,TXN101157,West,2025-03-11,Books,6984.0,Failed,Chennai,27,Free,2025-03-11 14:17:00,user1157@example.com,user1157,1396.8,S020,5,20,P3809,Medium,1746
U01158,TXN101158,South,2026-01-02,Sports,1912.0,Failed,Pune,30,Premium,2026-01-02 05:33:00,user1158@example.com,user1158,1912.0,S067,1,0,P9606,Urgent,1912
U01159,TXN101159,West,2025-01-03,Grocery,8586.0,Failed,Bengaluru,48,Premium,2025-01-03 01:29:00,user1159@example.com,user1159,1431.0,S073,6,10,P9190,High,1590
U01160,TXN101160,East,2025-08-26,Electronics,29023.2,Pending,Delhi,59,Premium,2025-08-26 08:20:00,user1160@example.com,user1160,3627.9,S083,8,10,P3776,Urgent,4031
U01161,TXN101161,South,2026-04-13,Sports,15307.2,Pending,Pune,46,Premium,2026-04-13 09:02:00,user1161@example.com,user1161,1700.8,S040,9,20,P9829,Urgent,2126
U01162,TXN101162,North,2025-02-04,Electronics,4078.8,Pending,Hyderabad,28,Premium,2025-02-04 19:26:00,user1162@example.com,user1162,4078.8,S045,1,10,P3005,Urgent,4532
U01163,TXN101163,South,2026-02-20,Sports,2788.0,Refunded,Delhi,24,Basic,2026-02-20 03:40:00,user1163@example.com,user1163,557.6,S032,5,15,P8217,Urgent,656
U01164,TXN101164,South,2026-02-03,Books,6796.0,Completed,Bengaluru,27,Basic,2026-02-03 22:05:00,user1164@example.com,user1164,1359.2,S033,5,20,P1836,High,1699
U01165,TXN101165,South,2025-02-08,Books,14124.0,Refunded,Pune,43,Free,2025-02-08 03:17:00,user1165@example.com,user1165,2354.0,S065,6,0,P3489,Urgent,2354
U01166,TXN101166,North,2025-04-04,Home,11355.0,Refunded,Jaipur,70,Premium,2025-04-04 21:34:00,user1166@example.com,user1166,1135.5,S097,10,25,P9663,Low,1514
U01167,TXN101167,North,2026-02-09,Fashion,7433.25,Pending,Mumbai,57,Premium,2026-02-09 02:18:00,user1167@example.com,user1167,2477.75,S085,3,15,P9774,High,2915
U01168,TXN101168,South,2025-05-14,Books,13580.0,Refunded,Kolkata,40,Free,2025-05-14 21:31:00,user1168@example.com,user1168,1940.0,S079,7,20,P5410,Urgent,2425
U01169,TXN101169,North,2025-08-14,Books,5633.6,Pending,Jaipur,68,Premium,2025-08-14 18:27:00,user1169@example.com,user1169,2816.8,S086,2,20,P4012,Urgent,3521
U01170,TXN101170,North,2026-02-17,Electronics,5659.5,Completed,Hyderabad,66,Basic,2026-02-17 06:01:00,user1170@example.com,user1170,808.5,S041,7,25,P2194,Medium,1078
U01171,TXN101171,East,2025-03-18,Grocery,796.5,Pending,Jaipur,55,Premium,2025-03-18 15:50:00,user1171@example.com,user1171,265.5,S085,3,25,P2643,High,354
U01172,TXN101172,South,2025-12-28,Sports,1225.0,Refunded,Jaipur,69,Free,2025-12-28 11:28:00,user1172@example.com,user1172,175.0,S052,7,0,P8244,Medium,175
U01173,TXN101173,South,2025-01-27,Sports,1054.8,Failed,Delhi,30,Free,2025-01-27 13:31:00,user1173@example.com,user1173,263.7,S026,4,10,P7308,Low,293
U01174,TXN101174,East,2025-06-28,Books,13640.0,Failed,Chennai,63,Free,2025-06-28 14:03:00,user1174@example.com,user1174,3410.0,S076,4,0,P4983,Low,3410
U01175,TXN101175,South,2025-10-08,Home,2410.4,Pending,Delhi,33,Free,2025-10-08 15:38:00,user1175@example.com,user1175,2410.4,S006,1,20,P9388,Low,3013
U01176,TXN101176,West,2026-01-24,Grocery,17901.0,Pending,Bengaluru,48,Free,2026-01-24 06:23:00,user1176@example.com,user1176,1790.1,S092,10,10,P9482,Medium,1989
U01177,TXN101177,East,2025-05-11,Fashion,497.6,Refunded,Jaipur,69,Basic,2025-05-11 02:44:00,user1177@example.com,user1177,248.8,S032,2,20,P3766,High,311
U01178,TXN101178,West,2026-01-13,Books,13781.25,Completed,Pune,53,Free,2026-01-13 04:57:00,user1178@example.com,user1178,1968.75,S049,7,25,P8392,Urgent,2625
U01179,TXN101179,West,2025-01-21,Grocery,5500.8,Completed,Hyderabad,18,Basic,2025-01-21 19:45:00,user1179@example.com,user1179,1833.6,S098,3,20,P5824,High,2292
U01180,TXN101180,South,2025-02-09,Sports,31591.0,Pending,Bengaluru,70,Free,2025-02-09 19:50:00,user1180@example.com,user1180,4513.0,S052,7,0,P5836,Urgent,4513
U01181,TXN101181,North,2025-09-30,Fashion,3285.1,Pending,Jaipur,43,Free,2025-09-30 20:56:00,user1181@example.com,user1181,469.3,S004,7,5,P5530,Medium,494
U01182,TXN101182,North,2025-03-29,Sports,11131.2,Completed,Pune,67,Free,2025-03-29 03:19:00,user1182@example.com,user1182,1236.8,S047,9,20,P8004,Urgent,1546
U01183,TXN101183,West,2026-05-01,Books,15080.0,Failed,Chennai,60,Free,2026-05-01 23:05:00,user1183@example.com,user1183,3770.0,S074,4,0,P5736,Medium,3770
U01184,TXN101184,West,2025-03-20,Electronics,884.8,Completed,Kolkata,52,Basic,2025-03-20 04:10:00,user1184@example.com,user1184,221.2,S099,4,30,P6985,Medium,316
U01185,TXN101185,East,2025-09-16,Electronics,6781.5,Refunded,Delhi,52,Premium,2025-09-16 21:38:00,user1185@example.com,user1185,2260.5,S059,3,25,P7896,Low,3014
U01186,TXN101186,North,2025-06-23,Fashion,9222.75,Pending,Mumbai,52,Premium,2025-06-23 04:15:00,user1186@example.com,user1186,3074.25,S030,3,25,P9562,Low,4099
U01187,TXN101187,South,2026-02-18,Grocery,342.9,Failed,Pune,47,Free,2026-02-18 20:42:00,user1187@example.com,user1187,342.9,S016,1,10,P6960,High,381
U01188,TXN101188,East,2025-01-29,Sports,7254.75,Refunded,Mumbai,26,Basic,2025-01-29 21:38:00,user1188@example.com,user1188,1450.95,S002,5,15,P6244,Low,1707
U01189,TXN101189,South,2025-05-11,Books,1980.0,Pending,Pune,57,Free,2025-05-11 16:19:00,user1189@example.com,user1189,1980.0,S049,1,20,P5378,Urgent,2475
U01190,TXN101190,East,2025-11-03,Sports,39096.0,Pending,Bengaluru,34,Premium,2025-11-03 22:34:00,user1190@example.com,user1190,4887.0,S039,8,0,P4312,High,4887
U01191,TXN101191,South,2025-08-17,Grocery,4309.2,Pending,Delhi,38,Free,2025-08-17 14:09:00,user1191@example.com,user1191,1436.4,S087,3,5,P9949,Medium,1512
U01192,TXN101192,West,2026-01-27,Electronics,19912.5,Failed,Mumbai,60,Premium,2026-01-27 03:29:00,user1192@example.com,user1192,3318.75,S032,6,25,P6874,High,4425
U01193,TXN101193,North,2026-02-27,Grocery,13179.25,Pending,Kolkata,32,Free,2026-02-27 22:53:00,user1193@example.com,user1193,2635.85,S062,5,15,P4385,Urgent,3101
U01194,TXN101194,South,2025-01-30,Books,7595.1,Completed,Jaipur,43,Premium,2025-01-30 08:31:00,user1194@example.com,user1194,2531.7,S066,3,10,P6132,Low,2813
U01195,TXN101195,East,2025-12-21,Electronics,22626.0,Pending,Jaipur,40,Basic,2025-12-21 11:40:00,user1195@example.com,user1195,2262.6,S088,10,10,P4567,Low,2514
U01196,TXN101196,West,2025-12-30,Books,3136.5,Refunded,Chennai,70,Free,2025-12-30 15:54:00,user1196@example.com,user1196,313.65,S085,10,15,P8177,Low,369
U01197,TXN101197,West,2025-07-28,Home,11015.2,Pending,Pune,70,Premium,2025-07-28 02:11:00,user1197@example.com,user1197,1573.6,S012,7,30,P3430,Urgent,2248
U01198,TXN101198,South,2025-05-02,Books,7046.4,Failed,Bengaluru,34,Premium,2025-05-02 07:02:00,user1198@example.com,user1198,2348.8,S091,3,20,P5778,Medium,2936
U01199,TXN101199,West,2025-01-18,Sports,14937.6,Pending,Hyderabad,31,Basic,2025-01-18 10:16:00,user1199@example.com,user1199,2489.6,S044,6,20,P5420,Medium,3112
U01200,TXN101200,West,2026-03-06,Books,8196.0,Pending,Jaipur,69,Basic,2026-03-06 07:02:00,user1200@example.com,user1200,2732.0,S027,3,20,P2356,Low,3415
U01201,TXN101201,West,2025-03-03,Sports,306.0,Completed,Chennai,62,Premium,2025-03-03 22:16:00,user1201@example.com,user1201,102.0,S040,3,0,P8935,Low,102
U01202,TXN101202,West,2025-07-14,Sports,9704.25,Failed,Mumbai,67,Premium,2025-07-14 17:40:00,user1202@example.com,user1202,3234.75,S082,3,25,P2006,Low,4313
U01203,TXN101203,West,2025-10-17,Sports,2038.3,Completed,Delhi,21,Free,2025-10-17 07:33:00,user1203@example.com,user1203,1019.15,S028,2,15,P8182,Urgent,1199
U01204,TXN101204,West,2025-10-14,Books,14911.2,Pending,Pune,55,Premium,2025-10-14 04:43:00,user1204@example.com,user1204,1863.9,S035,8,10,P4215,High,2071
U01205,TXN101205,West,2026-03-04,Books,2833.05,Pending,Delhi,38,Basic,2026-03-04 21:58:00,user1205@example.com,user1205,944.35,S042,3,15,P2696,Low,1111
U01206,TXN101206,North,2025-03-08,Sports,11907.0,Failed,Kolkata,61,Basic,2025-03-08 02:52:00,user1206@example.com,user1206,1323.0,S042,9,0,P6935,Medium,1323
U01207,TXN101207,East,2025-09-21,Home,1224.55,Failed,Jaipur,41,Premium,2025-09-21 16:43:00,user1207@example.com,user1207,1224.55,S028,1,5,P5761,Medium,1289
U01208,TXN101208,North,2025-10-16,Sports,28154.7,Refunded,Kolkata,27,Basic,2025-10-16 09:58:00,user1208@example.com,user1208,3128.3,S067,9,30,P2060,Medium,4469
U01209,TXN101209,South,2025-11-11,Grocery,9761.25,Completed,Kolkata,32,Free,2025-11-11 11:51:00,user1209@example.com,user1209,3253.75,S017,3,5,P9680,High,3425
U01210,TXN101210,West,2026-02-26,Fashion,12523.2,Completed,Bengaluru,21,Premium,2026-02-26 03:48:00,user1210@example.com,user1210,2087.2,S008,6,20,P3212,High,2609
U01211,TXN101211,North,2025-11-23,Sports,19828.8,Completed,Delhi,47,Basic,2025-11-23 15:34:00,user1211@example.com,user1211,3304.8,S058,6,15,P9986,Low,3888
U01212,TXN101212,North,2026-01-14,Fashion,1335.7,Refunded,Jaipur,41,Free,2026-01-14 01:36:00,user1212@example.com,user1212,1335.7,S045,1,5,P1343,Urgent,1406
U01213,TXN101213,West,2025-08-09,Electronics,7350.0,Refunded,Jaipur,38,Free,2025-08-09 15:15:00,user1213@example.com,user1213,735.0,S088,10,30,P2676,Medium,1050
U01214,TXN101214,North,2025-05-10,Books,524.4,Failed,Kolkata,26,Premium,2025-05-10 04:37:00,user1214@example.com,user1214,174.8,S029,3,5,P4533,Medium,184
U01215,TXN101215,West,2025-05-05,Sports,2319.9,Completed,Mumbai,50,Free,2025-05-05 19:00:00,user1215@example.com,user1215,773.3,S068,3,5,P5428,Low,814
U01216,TXN101216,South,2025-09-21,Fashion,9636.0,Refunded,Jaipur,47,Basic,2025-09-21 15:10:00,user1216@example.com,user1216,1606.0,S091,6,0,P6932,Medium,1606
U01217,TXN101217,North,2025-03-24,Books,2169.9,Pending,Hyderabad,19,Basic,2025-03-24 21:06:00,user1217@example.com,user1217,2169.9,S094,1,10,P8259,High,2411
U01218,TXN101218,North,2025-05-25,Home,10776.0,Failed,Mumbai,43,Premium,2025-05-25 09:26:00,user1218@example.com,user1218,1077.6,S075,10,20,P7439,Urgent,1347
U01219,TXN101219,South,2025-12-21,Home,34308.0,Pending,Mumbai,22,Free,2025-12-21 22:48:00,user1219@example.com,user1219,3430.8,S084,10,10,P6301,Medium,3812
U01220,TXN101220,North,2025-04-06,Books,25357.5,Refunded,Pune,37,Basic,2025-04-06 21:36:00,user1220@example.com,user1220,3622.5,S077,7,10,P5534,Urgent,4025
U01221,TXN101221,South,2025-08-12,Electronics,5613.3,Refunded,Hyderabad,34,Free,2025-08-12 07:07:00,user1221@example.com,user1221,623.7,S074,9,10,P2174,Urgent,693
U01222,TXN101222,South,2025-02-12,Books,9792.0,Refunded,Hyderabad,41,Premium,2025-02-12 17:55:00,user1222@example.com,user1222,1088.0,S035,9,15,P4690,Medium,1280
U01223,TXN101223,West,2025-11-24,Grocery,10842.3,Failed,Pune,32,Basic,2025-11-24 21:07:00,user1223@example.com,user1223,1204.7,S046,9,30,P6953,Urgent,1721
U01224,TXN101224,West,2025-03-12,Home,6343.2,Refunded,Jaipur,33,Premium,2025-03-12 01:44:00,user1224@example.com,user1224,704.8,S055,9,20,P8981,Urgent,881
U01225,TXN101225,East,2025-02-15,Grocery,17022.6,Failed,Mumbai,51,Premium,2025-02-15 04:54:00,user1225@example.com,user1225,2431.8,S008,7,10,P7305,Urgent,2702
U01226,TXN101226,West,2025-03-28,Home,2980.8,Refunded,Pune,56,Basic,2025-03-28 16:51:00,user1226@example.com,user1226,1490.4,S090,2,10,P2273,Urgent,1656
U01227,TXN101227,North,2026-02-28,Grocery,1528.8,Failed,Hyderabad,18,Premium,2026-02-28 12:18:00,user1227@example.com,user1227,218.4,S095,7,30,P8738,Low,312
U01228,TXN101228,North,2025-09-23,Sports,28368.0,Failed,Kolkata,63,Basic,2025-09-23 06:41:00,user1228@example.com,user1228,3546.0,S041,8,10,P1700,Low,3940
U01229,TXN101229,North,2025-12-29,Grocery,15946.0,Completed,Pune,58,Premium,2025-12-29 19:49:00,user1229@example.com,user1229,3189.2,S020,5,15,P5938,Urgent,3752
U01230,TXN101230,East,2026-04-23,Home,44172.0,Refunded,Pune,70,Basic,2026-04-23 21:56:00,user1230@example.com,user1230,4908.0,S096,9,0,P7360,Urgent,4908
U01231,TXN101231,West,2025-03-10,Fashion,32137.5,Pending,Kolkata,32,Premium,2025-03-10 01:28:00,user1231@example.com,user1231,3213.75,S059,10,25,P3261,Medium,4285
U01232,TXN101232,East,2026-04-19,Grocery,6221.25,Failed,Chennai,45,Premium,2026-04-19 02:38:00,user1232@example.com,user1232,2073.75,S066,3,25,P2437,High,2765
U01233,TXN101233,East,2026-02-10,Sports,15445.5,Pending,Mumbai,68,Free,2026-02-10 01:07:00,user1233@example.com,user1233,2206.5,S051,7,25,P3716,High,2942
