userid,transaction,region,transaction_date,product_category,total_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price,final_price
U00595,TXN100595,South,2025-11-23,Grocery,6045.0,Pending,Bengaluru,22,Free,2025-11-23 20:42:00,user595@example.com,user595,2015.0,S026,3,0,P1804,High,2015.0,2377.7
U00596,TXN100596,South,2025-10-11,Sports,2027.7,Pending,Delhi,54,Free,2025-10-11 23:12:00,user596@example.com,user596,675.9,S004,3,10,P7817,Low,751.0,886.18
U00597,TXN100597,East,2026-04-06,Sports,5334.0,Pending,Jaipur,38,Premium,2026-04-06 12:37:00,user597@example.com,user597,762.0,S095,7,0,P7782,Medium,762.0,899.16
U00598,TXN100598,South,2025-05-24,Home,2278.4,Failed,Mumbai,65,Premium,2025-05-24 10:48:00,user598@example.com,user598,284.8,S023,8,20,P2355,Urgent,356.0,420.08
U00599,TXN100599,North,2025-06-15,Fashion,13520.0,Refunded,Hyderabad,30,Basic,2025-06-15 08:00:00,user599@example.com,user599,2704.0,S048,5,20,P4133,High,3380.0,3988.4
U00600,TXN100600,South,2025-07-30,Fashion,2059.5,Failed,Bengaluru,41,Free,2025-07-30 09:00:00,user600@example.com,user600,2059.5,S082,1,25,P4260,Low,2746.0,3240.28
U00601,TXN100601,North,2026-04-18,Sports,1238.4,Refunded,Pune,70,Premium,2026-04-18 11:24:00,user601@example.com,user601,1238.4,S081,1,10,P1382,Low,1376.0,1623.68
U00602,TXN100602,West,2026-03-25,Fashion,10920.0,Pending,Kolkata,30,Premium,2026-03-25 08:41:00,user602@example.com,user602,1092.0,S062,10,30,P6249,High,1560.0,1840.8
U00603,TXN100603,South,2026-04-15,Grocery,2396.25,Refunded,Hyderabad,38,Free,2026-04-15 14:57:00,user603@example.com,user603,2396.25,S026,1,25,P3182,Low,3195.0,3770.1
U00604,TXN100604,East,2025-07-11,Home,4503.0,Pending,Kolkata,38,Premium,2025-07-11 08:30:00,user604@example.com,user604,4503.0,S052,1,5,P1717,Medium,4740.0,5593.2
U00605,TXN100605,West,2025-12-03,Fashion,26538.0,Failed,Kolkata,41,Premium,2025-12-03 05:20:00,user605@example.com,user605,3317.25,S028,8,25,P9415,Low,4423.0,5219.14
U00606,TXN100606,North,2025-05-10,Fashion,4920.75,Pending,Jaipur,26,Basic,2025-05-10 16:25:00,user606@example.com,user606,1640.25,S045,3,25,P3417,Urgent,2187.0,2580.66
U00607,TXN100607,South,2025-12-23,Electronics,3668.7,Pending,Bengaluru,46,Free,2025-12-23 16:33:00,user607@example.com,user607,1222.9,S048,3,30,P3429,Medium,1747.0,2061.46
U00608,TXN100608,North,2026-01-31,Books,5634.0,Pending,Pune,33,Premium,2026-01-31 20:07:00,user608@example.com,user608,939.0,S031,6,25,P3831,Low,1252.0,1477.36
U00609,TXN100609,South,2025-07-16,Grocery,7410.0,Pending,Delhi,22,Basic,2025-07-16 01:27:00,user609@example.com,user609,741.0,S030,10,5,P1328,Urgent,780.0,920.4
U00610,TXN100610,North,2025-08-27,Fashion,714.0,Failed,Delhi,19,Premium,2025-08-27 03:18:00,user610@example.com,user610,119.0,S056,6,30,P8512,High,170.0,200.6
U00611,TXN100611,East,2025-10-18,Electronics,27013.5,Refunded,Jaipur,57,Free,2025-10-18 18:43:00,user611@example.com,user611,3001.5,S051,9,25,P3724,Medium,4002.0,4722.36
U00612,TXN100612,North,2025-01-26,Home,3296.0,Pending,Bengaluru,47,Premium,2025-01-26 03:33:00,user612@example.com,user612,824.0,S080,4,0,P7047,Urgent,824.0,972.32
U00613,TXN100613,North,2025-06-01,Home,6892.2,Completed,Bengaluru,61,Basic,2025-06-01 20:50:00,user613@example.com,user613,1148.7,S093,6,30,P9913,Medium,1641.0,1936.38
U00614,TXN100614,West,2026-02-20,Books,6241.55,Refunded,Mumbai,18,Premium,2026-02-20 01:21:00,user614@example.com,user614,891.65,S004,7,15,P6910,Low,1049.0,1237.82
U00615,TXN100615,South,2025-01-29,Books,5770.8,Failed,Chennai,19,Free,2025-01-29 06:38:00,user615@example.com,user615,1923.6,S053,3,30,P7454,Medium,2748.0,3242.64
U00616,TXN100616,North,2025-09-02,Home,2841.45,Refunded,Delhi,63,Premium,2025-09-02 10:33:00,user616@example.com,user616,947.15,S096,3,5,P7277,High,997.0,1176.46
U00617,TXN100617,North,2025-02-06,Books,4440.0,Failed,Chennai,39,Premium,2025-02-06 10:57:00,user617@example.com,user617,888.0,S018,5,25,P5289,Urgent,1184.0,1397.12
U00618,TXN100618,West,2026-02-07,Grocery,13804.8,Failed,Hyderabad,38,Premium,2026-02-07 18:29:00,user618@example.com,user618,2300.8,S085,6,20,P7519,Medium,2876.0,3393.68
U00619,TXN100619,East,2025-05-17,Sports,3661.2,Pending,Mumbai,22,Premium,2025-05-17 03:15:00,user619@example.com,user619,1220.4,S057,3,10,P4804,Urgent,1356.0,1600.08
U00620,TXN100620,South,2025-12-07,Electronics,4835.6,Failed,Kolkata,18,Premium,2025-12-07 00:42:00,user620@example.com,user620,1208.9,S062,4,30,P5170,High,1727.0,2037.86
U00621,TXN100621,South,2025-05-15,Electronics,2526.0,Refunded,Pune,48,Free,2025-05-15 00:08:00,user621@example.com,user621,631.5,S026,4,25,P9624,High,842.0,993.56
U00622,TXN100622,South,2025-07-27,Fashion,8186.4,Refunded,Kolkata,69,Basic,2025-07-27 00:48:00,user622@example.com,user622,909.6,S094,9,20,P2661,Medium,1137.0,1341.66
U00623,TXN100623,North,2025-12-12,Books,330.4,Refunded,Delhi,70,Basic,2025-12-12 10:20:00,user623@example.com,user623,330.4,S012,1,30,P2670,High,472.0,556.96
U00624,TXN100624,South,2025-11-09,Home,12624.0,Pending,Pune,40,Basic,2025-11-09 02:39:00,user624@example.com,user624,3156.0,S092,4,0,P1544,Low,3156.0,3724.08
U00625,TXN100625,South,2025-01-10,Electronics,4143.9,Pending,Mumbai,39,Basic,2025-01-10 07:02:00,user625@example.com,user625,690.65,S048,6,5,P4866,Urgent,727.0,857.86
U00626,TXN100626,West,2025-12-14,Books,4514.4,Refunded,Kolkata,57,Premium,2025-12-14 08:25:00,user626@example.com,user626,1504.8,S005,3,20,P9485,Medium,1881.0,2219.58
U00627,TXN100627,North,2025-11-13,Fashion,3682.8,Completed,Chennai,33,Basic,2025-11-13 10:44:00,user627@example.com,user627,920.7,S076,4,10,P9904,Medium,1023.0,1207.14
U00628,TXN100628,North,2025-01-16,Fashion,13806.8,Refunded,Kolkata,67,Basic,2025-01-16 07:24:00,user628@example.com,user628,3451.7,S043,4,30,P3891,Low,4931.0,5818.58
U00629,TXN100629,East,2026-02-09,Books,17971.8,Completed,Pune,41,Premium,2026-02-09 06:38:00,user629@example.com,user629,2995.3,S093,6,30,P9589,Urgent,4279.0,5049.22
U00630,TXN100630,West,2025-01-05,Electronics,8442.9,Completed,Bengaluru,41,Free,2025-01-05 17:51:00,user630@example.com,user630,2814.3,S014,3,10,P7979,Urgent,3127.0,3689.86
U00631,TXN100631,South,2025-04-11,Sports,15568.0,Refunded,Delhi,27,Basic,2025-04-11 14:47:00,user631@example.com,user631,3113.6,S051,5,30,P8928,Low,4448.0,5248.64
U00632,TXN100632,North,2025-09-09,Electronics,9837.0,Pending,Bengaluru,59,Free,2025-09-09 05:55:00,user632@example.com,user632,3279.0,S092,3,0,P6388,Low,3279.0,3869.22
U00633,TXN100633,East,2025-03-13,Grocery,8200.8,Pending,Bengaluru,47,Premium,2025-03-13 17:00:00,user633@example.com,user633,4100.4,S005,2,15,P1621,High,4824.0,5692.32
U00634,TXN100634,East,2025-08-08,Fashion,27485.4,Pending,Hyderabad,20,Basic,2025-08-08 03:31:00,user634@example.com,user634,4580.9,S049,6,5,P3631,High,4822.0,5689.96
U00635,TXN100635,South,2026-03-11,Home,15973.3,Completed,Hyderabad,47,Premium,2026-03-11 18:31:00,user635@example.com,user635,2281.9,S060,7,5,P6823,High,2402.0,2834.36
U00636,TXN100636,North,2025-12-31,Sports,10580.15,Refunded,Chennai,51,Free,2025-12-31 00:27:00,user636@example.com,user636,1511.45,S097,7,5,P6965,Medium,1591.0,1877.38
U00637,TXN100637,West,2025-05-08,Grocery,45880.0,Failed,Jaipur,64,Free,2025-05-08 18:18:00,user637@example.com,user637,4588.0,S048,10,0,P7677,Low,4588.0,5413.84
U00638,TXN100638,South,2025-05-03,Electronics,1494.75,Pending,Bengaluru,67,Free,2025-05-03 15:35:00,user638@example.com,user638,1494.75,S026,1,25,P8402,Low,1993.0,2351.74
U00639,TXN100639,North,2026-01-08,Home,3539.2,Completed,Jaipur,22,Basic,2026-01-08 20:05:00,user639@example.com,user639,1769.6,S040,2,20,P5266,Urgent,2212.0,2610.16
U00640,TXN100640,West,2025-02-27,Home,6262.2,Failed,Mumbai,41,Free,2025-02-27 03:08:00,user640@example.com,user640,894.6,S062,7,10,P9541,High,994.0,1172.92
U00641,TXN100641,South,2025-10-07,Sports,7368.9,Refunded,Kolkata,20,Free,2025-10-07 13:11:00,user641@example.com,user641,2456.3,S067,3,30,P4637,Low,3509.0,4140.62
U00642,TXN100642,West,2025-10-30,Home,8698.2,Pending,Hyderabad,56,Basic,2025-10-30 21:21:00,user642@example.com,user642,2899.4,S041,3,5,P9169,Low,3052.0,3601.36
U00643,TXN100643,North,2025-03-25,Home,2094.4,Refunded,Kolkata,60,Basic,2025-03-25 07:27:00,user643@example.com,user643,261.8,S065,8,15,P7162,Urgent,308.0,363.44
U00644,TXN100644,West,2025-11-10,Home,9072.0,Refunded,Chennai,70,Free,2025-11-10 03:07:00,user644@example.com,user644,907.2,S091,10,20,P9366,Urgent,1134.0,1338.12
U00645,TXN100645,North,2026-02-18,Books,8501.7,Completed,Delhi,67,Basic,2026-02-18 21:43:00,user645@example.com,user645,1416.95,S036,6,15,P9121,High,1667.0,1967.06
U00646,TXN100646,South,2025-04-21,Fashion,18840.0,Failed,Pune,33,Basic,2025-04-21 21:38:00,user646@example.com,user646,3768.0,S080,5,0,P6907,High,3768.0,4446.24
U00647,TXN100647,South,2025-11-21,Books,6122.55,Refunded,Bengaluru,58,Premium,2025-11-21 09:00:00,user647@example.com,user647,2040.85,S062,3,15,P2945,Low,2401.0,2833.18
U00648,TXN100648,South,2026-01-10,Home,20564.25,Completed,Delhi,66,Premium,2026-01-10 20:41:00,user648@example.com,user648,2937.75,S019,7,25,P2909,Medium,3917.0,4622.06
U00649,TXN100649,North,2025-07-07,Electronics,6426.0,Refunded,Hyderabad,33,Basic,2025-07-07 09:18:00,user649@example.com,user649,3213.0,S001,2,30,P5996,Medium,4590.0,5416.2
U00650,TXN100650,West,2026-03-31,Electronics,8614.2,Pending,Chennai,50,Basic,2026-03-31 21:03:00,user650@example.com,user650,1230.6,S093,7,30,P7382,Urgent,1758.0,2074.44
U00651,TXN100651,North,2025-01-11,Books,1607.4,Pending,Jaipur,34,Basic,2025-01-11 01:30:00,user651@example.com,user651,803.7,S086,2,10,P4869,Low,893.0,1053.74
U00652,TXN100652,West,2026-04-18,Electronics,22914.9,Completed,Chennai,66,Basic,2026-04-18 16:36:00,user652@example.com,user652,2546.1,S068,9,10,P8061,Low,2829.0,3338.22
U00653,TXN100653,North,2025-09-15,Books,41184.0,Pending,Jaipur,60,Premium,2025-09-15 02:44:00,user653@example.com,user653,4576.0,S096,9,0,P2336,High,4576.0,5399.68
U00654,TXN100654,West,2025-07-28,Home,3972.0,Refunded,Chennai,60,Premium,2025-07-28 08:26:00,user654@example.com,user654,1986.0,S039,2,25,P2657,Medium,2648.0,3124.64
U00655,TXN100655,South,2026-03-05,Sports,18117.0,Refunded,Delhi,18,Free,2026-03-05 11:08:00,user655@example.com,user655,1811.7,S003,10,10,P8628,Low,2013.0,2375.34
U00656,TXN100656,East,2025-12-28,Home,27310.5,Failed,Pune,43,Basic,2025-12-28 20:40:00,user656@example.com,user656,3034.5,S014,9,15,P8949,Medium,3570.0,4212.6
U00657,TXN100657,North,2025-08-09,Home,17520.0,Failed,Delhi,70,Free,2025-08-09 21:29:00,user657@example.com,user657,2920.0,S076,6,0,P3011,High,2920.0,3445.6
U00658,TXN100658,South,2025-02-03,Grocery,10701.0,Failed,Mumbai,38,Premium,2025-02-03 23:22:00,user658@example.com,user658,2675.25,S046,4,25,P1230,Medium,3567.0,4209.06
U00659,TXN100659,West,2025-10-20,Fashion,9073.75,Completed,Bengaluru,50,Premium,2025-10-20 20:28:00,user659@example.com,user659,1814.75,S065,5,15,P8330,Urgent,2135.0,2519.3
U00660,TXN100660,North,2025-01-14,Grocery,2486.4,Refunded,Bengaluru,58,Premium,2025-01-14 09:08:00,user660@example.com,user660,828.8,S060,3,20,P5764,Low,1036.0,1222.48
U00661,TXN100661,West,2025-04-20,Fashion,2129.25,Failed,Hyderabad,35,Basic,2025-04-20 13:43:00,user661@example.com,user661,2129.25,S086,1,15,P8534,Medium,2505.0,2955.9
U00662,TXN100662,West,2026-02-28,Home,33105.6,Refunded,Mumbai,34,Premium,2026-02-28 18:21:00,user662@example.com,user662,4138.2,S066,8,10,P3963,High,4598.0,5425.64
U00663,TXN100663,North,2025-03-19,Fashion,10593.45,Completed,Pune,67,Free,2025-03-19 17:37:00,user663@example.com,user663,1513.35,S053,7,5,P2035,Medium,1593.0,1879.74
U00664,TXN100664,North,2025-08-11,Electronics,9612.75,Pending,Chennai,46,Free,2025-08-11 16:59:00,user664@example.com,user664,1373.25,S043,7,25,P5153,High,1831.0,2160.58
U00665,TXN100665,East,2025-02-20,Books,11639.4,Pending,Mumbai,30,Free,2025-02-20 22:07:00,user665@example.com,user665,3879.8,S047,3,5,P7827,Medium,4084.0,4819.12
U00666,TXN100666,North,2025-12-12,Books,29471.4,Completed,Jaipur,43,Basic,2025-12-12 19:22:00,user666@example.com,user666,4210.2,S071,7,10,P9886,Low,4678.0,5520.04
U00667,TXN100667,West,2025-03-11,Grocery,15868.8,Refunded,Mumbai,20,Premium,2025-03-11 01:12:00,user667@example.com,user667,1763.2,S038,9,20,P6664,High,2204.0,2600.72
U00668,TXN100668,South,2025-12-24,Books,8056.8,Completed,Hyderabad,48,Premium,2025-12-24 18:44:00,user668@example.com,user668,1007.1,S010,8,10,P8364,Medium,1119.0,1320.42
U00669,TXN100669,East,2025-12-15,Sports,12659.7,Failed,Bengaluru,57,Free,2025-12-15 07:22:00,user669@example.com,user669,2109.95,S066,6,5,P6311,High,2221.0,2620.78
U00670,TXN100670,East,2025-08-21,Home,1359.45,Refunded,Kolkata,18,Free,2025-08-21 12:15:00,user670@example.com,user670,453.15,S044,3,5,P3153,Urgent,477.0,562.86
U00671,TXN100671,North,2026-02-26,Sports,16686.0,Pending,Pune,42,Free,2026-02-26 18:02:00,user671@example.com,user671,1854.0,S018,9,0,P1966,High,1854.0,2187.72
U00672,TXN100672,North,2025-11-25,Electronics,7295.4,Failed,Bengaluru,46,Basic,2025-11-25 09:15:00,user672@example.com,user672,3647.7,S036,2,10,P5327,Urgent,4053.0,4782.54
U00673,TXN100673,East,2025-12-27,Home,15669.3,Pending,Pune,37,Basic,2025-12-27 18:37:00,user673@example.com,user673,2611.55,S025,6,5,P8480,Medium,2749.0,3243.82
U00674,TXN100674,North,2025-02-06,Grocery,39900.0,Refunded,Pune,59,Premium,2025-02-06 13:09:00,user674@example.com,user674,3990.0,S024,10,0,P2537,Low,3990.0,4708.2
U00675,TXN100675,East,2025-06-25,Sports,4774.7,Failed,Bengaluru,57,Basic,2025-06-25 19:32:00,user675@example.com,user675,2387.35,S029,2,5,P5443,Urgent,2513.0,2965.34
U00676,TXN100676,North,2025-06-23,Home,12063.0,Completed,Mumbai,34,Free,2025-06-23 16:55:00,user676@example.com,user676,3015.75,S084,4,25,P1511,Urgent,4021.0,4744.78
U00677,TXN100677,West,2025-07-18,Home,1651.2,Completed,Kolkata,20,Free,2025-07-18 13:57:00,user677@example.com,user677,825.6,S007,2,20,P7665,Medium,1032.0,1217.76
U00678,TXN100678,North,2025-07-26,Grocery,627.3,Failed,Chennai,62,Premium,2025-07-26 05:46:00,user678@example.com,user678,313.65,S019,2,15,P5820,High,369.0,435.42
U00679,TXN100679,North,2025-09-19,Grocery,24112.0,Failed,Mumbai,69,Free,2025-09-19 09:29:00,user679@example.com,user679,3014.0,S092,8,0,P8102,Urgent,3014.0,3556.52
U00680,TXN100680,South,2025-02-25,Grocery,19938.6,Refunded,Delhi,44,Basic,2025-02-25 00:50:00,user680@example.com,user680,2215.4,S075,9,5,P2295,Medium,2332.0,2751.76
U00681,TXN100681,East,2026-02-28,Fashion,32673.6,Completed,Kolkata,68,Free,2026-02-28 22:13:00,user681@example.com,user681,3630.4,S054,9,20,P9424,Low,4538.0,5354.84
U00682,TXN100682,North,2026-01-01,Books,31303.8,Failed,Delhi,48,Free,2026-01-01 00:04:00,user682@example.com,user682,3478.2,S069,9,15,P4149,Low,4092.0,4828.56
U00683,TXN100683,North,2025-08-31,Fashion,1389.85,Completed,Chennai,32,Free,2025-08-31 21:39:00,user683@example.com,user683,198.55,S029,7,5,P8458,Medium,209.0,246.62
U00684,TXN100684,North,2026-02-14,Grocery,48210.0,Refunded,Hyderabad,66,Premium,2026-02-14 00:58:00,user684@example.com,user684,4821.0,S048,10,0,P6500,Urgent,4821.0,5688.78
U00685,TXN100685,West,2025-02-15,Home,25928.0,Refunded,Chennai,50,Premium,2025-02-15 12:46:00,user685@example.com,user685,2592.8,S039,10,30,P5105,Low,3704.0,4370.72
U00686,TXN100686,North,2025-06-18,Books,19057.5,Pending,Kolkata,36,Basic,2025-06-18 22:29:00,user686@example.com,user686,3176.25,S092,6,25,P6150,High,4235.0,4997.3
U00687,TXN100687,South,2025-07-30,Fashion,7906.5,Completed,Kolkata,52,Basic,2025-07-30 06:05:00,user687@example.com,user687,1129.5,S024,7,25,P3680,High,1506.0,1777.08
U00688,TXN100688,North,2025-12-24,Electronics,4032.0,Refunded,Bengaluru,40,Free,2025-12-24 08:19:00,user688@example.com,user688,1008.0,S060,4,0,P4459,Urgent,1008.0,1189.44
U00689,TXN100689,North,2025-11-16,Electronics,1306.8,Failed,Delhi,20,Basic,2025-11-16 14:36:00,user689@example.com,user689,326.7,S034,4,10,P7356,Low,363.0,428.34
U00690,TXN100690,South,2025-06-04,Sports,11247.2,Refunded,Delhi,39,Free,2025-06-04 11:00:00,user690@example.com,user690,2811.8,S075,4,15,P4388,High,3308.0,3903.44
U00691,TXN100691,South,2025-03-13,Grocery,17844.3,Refunded,Delhi,62,Basic,2025-03-13 18:25:00,user691@example.com,user691,1982.7,S021,9,10,P1009,Medium,2203.0,2599.54
U00692,TXN100692,West,2025-09-26,Home,8073.0,Pending,Mumbai,68,Basic,2025-09-26 01:55:00,user692@example.com,user692,897.0,S061,9,0,P6117,Low,897.0,1058.46
U00693,TXN100693,South,2025-02-23,Home,5647.5,Completed,Delhi,19,Basic,2025-02-23 18:02:00,user693@example.com,user693,1882.5,S038,3,25,P3544,High,2510.0,2961.8
U00694,TXN100694,South,2025-05-06,Electronics,7440.0,Completed,Jaipur,35,Basic,2025-05-06 12:32:00,user694@example.com,user694,1860.0,S018,4,0,P9253,Urgent,1860.0,2194.8
U00695,TXN100695,West,2025-11-21,Books,26360.0,Refunded,Chennai,40,Basic,2025-11-21 05:24:00,user695@example.com,user695,2636.0,S050,10,0,P6038,Medium,2636.0,3110.48
U00696,TXN100696,South,2025-12-18,Books,17473.5,Completed,Kolkata,37,Free,2025-12-18 08:15:00,user696@example.com,user696,2912.25,S073,6,25,P9409,Urgent,3883.0,4581.94
U00697,TXN100697,East,2025-03-20,Home,5920.2,Refunded,Chennai,41,Free,2025-03-20 22:16:00,user697@example.com,user697,2960.1,S088,2,10,P3126,Medium,3289.0,3881.02
U00698,TXN100698,East,2025-10-15,Books,33721.2,Refunded,Delhi,39,Premium,2025-10-15 20:23:00,user698@example.com,user698,3746.8,S030,9,5,P8174,High,3944.0,4653.92
U00699,TXN100699,West,2025-09-14,Home,13096.8,Completed,Mumbai,39,Basic,2025-09-14 06:48:00,user699@example.com,user699,1637.1,S089,8,10,P6831,High,1819.0,2146.42
U00700,TXN100700,North,2026-02-08,Books,3924.0,Failed,Hyderabad,49,Basic,2026-02-08 03:40:00,user700@example.com,user700,784.8,S066,5,20,P7188,Medium,981.0,1157.58
U00701,TXN100701,North,2025-08-02,Home,3278.4,Refunded,Kolkata,69,Premium,2025-08-02 07:12:00,user701@example.com,user701,1639.2,S088,2,20,P5375,Medium,2049.0,2417.82
U00702,TXN100702,South,2025-03-11,Grocery,4731.0,Completed,Kolkata,36,Premium,2025-03-11 17:59:00,user702@example.com,user702,1577.0,S100,3,0,P8130,Low,1577.0,1860.86
U00703,TXN100703,West,2025-10-28,Electronics,20468.7,Pending,Delhi,68,Premium,2025-10-28 04:35:00,user703@example.com,user703,2274.3,S078,9,30,P1528,Low,3249.0,3833.82
U00704,TXN100704,South,2026-03-01,Electronics,45210.5,Failed,Pune,30,Free,2026-03-01 00:39:00,user704@example.com,user704,4521.05,S060,10,5,P2591,Low,4759.0,5615.62
U00705,TXN100705,West,2025-08-05,Sports,13296.0,Completed,Delhi,27,Premium,2025-08-05 07:40:00,user705@example.com,user705,3324.0,S077,4,0,P1436,Low,3324.0,3922.32
U00706,TXN100706,East,2025-01-31,Home,3472.0,Completed,Hyderabad,48,Premium,2025-01-31 00:32:00,user706@example.com,user706,347.2,S044,10,20,P3557,Medium,434.0,512.12
U00707,TXN100707,West,2025-03-13,Home,4347.2,Failed,Mumbai,29,Basic,2025-03-13 05:59:00,user707@example.com,user707,4347.2,S041,1,5,P3196,High,4576.0,5399.68
U00708,TXN100708,North,2025-07-11,Home,1116.0,Pending,Hyderabad,50,Basic,2025-07-11 13:33:00,user708@example.com,user708,279.0,S056,4,0,P2950,Urgent,279.0,329.22
U00709,TXN100709,West,2025-06-09,Grocery,11649.75,Pending,Jaipur,23,Basic,2025-06-09 06:43:00,user709@example.com,user709,1664.25,S088,7,25,P7659,High,2219.0,2618.42
U00710,TXN100710,North,2025-12-06,Fashion,14572.5,Completed,Chennai,31,Basic,2025-12-06 22:31:00,user710@example.com,user710,2914.5,S033,5,25,P2153,Medium,3886.0,4585.48
U00711,TXN100711,East,2025-12-03,Electronics,18365.4,Pending,Mumbai,28,Free,2025-12-03 14:37:00,user711@example.com,user711,4591.35,S027,4,5,P8653,Low,4833.0,5702.94
U00712,TXN100712,West,2025-09-08,Home,8373.3,Refunded,Chennai,67,Premium,2025-09-08 09:30:00,user712@example.com,user712,4186.65,S080,2,5,P9256,Urgent,4407.0,5200.26
U00713,TXN100713,East,2026-04-29,Home,2593.8,Failed,Kolkata,28,Free,2026-04-29 13:09:00,user713@example.com,user713,2593.8,S081,1,10,P2211,High,2882.0,3400.76
U00714,TXN100714,South,2026-01-08,Sports,4117.5,Refunded,Kolkata,61,Premium,2026-01-08 17:59:00,user714@example.com,user714,2058.75,S033,2,25,P3820,Low,2745.0,3239.1
U00715,TXN100715,East,2026-01-31,Sports,5265.0,Completed,Mumbai,47,Premium,2026-01-31 09:33:00,user715@example.com,user715,1755.0,S015,3,10,P2907,Medium,1950.0,2301.0
U00716,TXN100716,North,2025-06-12,Sports,3893.1,Refunded,Delhi,49,Premium,2025-06-12 20:46:00,user716@example.com,user716,1946.55,S064,2,5,P1980,Urgent,2049.0,2417.82
U00717,TXN100717,East,2025-05-22,Fashion,15348.0,Pending,Mumbai,23,Free,2025-05-22 08:51:00,user717@example.com,user717,3069.6,S082,5,20,P5074,Low,3837.0,4527.66
U00718,TXN100718,West,2025-02-07,Grocery,3952.8,Refunded,Delhi,62,Free,2025-02-07 10:13:00,user718@example.com,user718,439.2,S036,9,20,P5368,Low,549.0,647.82
U00719,TXN100719,South,2025-05-17,Fashion,18558.75,Completed,Hyderabad,31,Basic,2025-05-17 01:51:00,user719@example.com,user719,3711.75,S028,5,25,P2982,Medium,4949.0,5839.82
U00720,TXN100720,East,2026-03-17,Books,7641.2,Refunded,Hyderabad,26,Premium,2026-03-17 09:09:00,user720@example.com,user720,1910.3,S043,4,30,P1458,High,2729.0,3220.22
U00721,TXN100721,West,2025-07-13,Sports,3518.8,Refunded,Pune,68,Free,2025-07-13 22:21:00,user721@example.com,user721,1759.4,S063,2,5,P8458,Medium,1852.0,2185.36
U00722,TXN100722,East,2025-12-12,Grocery,25520.4,Completed,Pune,69,Free,2025-12-12 08:11:00,user722@example.com,user722,4253.4,S091,6,10,P6578,Urgent,4726.0,5576.68
U00723,TXN100723,East,2025-03-19,Books,23960.0,Pending,Kolkata,59,Free,2025-03-19 17:18:00,user723@example.com,user723,4792.0,S094,5,0,P7091,Low,4792.0,5654.56
U00724,TXN100724,South,2025-02-27,Grocery,13215.45,Refunded,Hyderabad,56,Free,2025-02-27 20:50:00,user724@example.com,user724,4405.15,S034,3,5,P1779,High,4637.0,5471.66
U00725,TXN100725,West,2025-11-15,Electronics,15975.0,Failed,Chennai,52,Free,2025-11-15 20:15:00,user725@example.com,user725,1775.0,S071,9,0,P9411,Medium,1775.0,2094.5
U00726,TXN100726,South,2025-06-07,Books,5438.4,Completed,Delhi,61,Premium,2025-06-07 16:26:00,user726@example.com,user726,1812.8,S094,3,20,P6429,Low,2266.0,2673.88
U00727,TXN100727,West,2025-04-24,Books,21354.0,Failed,Pune,62,Free,2025-04-24 05:49:00,user727@example.com,user727,3559.0,S077,6,0,P1134,Low,3559.0,4199.62
U00728,TXN100728,East,2025-07-31,Books,39304.0,Completed,Bengaluru,70,Free,2025-07-31 10:55:00,user728@example.com,user728,3930.4,S061,10,20,P1444,Low,4913.0,5797.34
U00729,TXN100729,West,2025-09-20,Electronics,235.6,Failed,Kolkata,22,Premium,2025-09-20 16:28:00,user729@example.com,user729,117.8,S047,2,5,P9365,Low,124.0,146.32
U00730,TXN100730,North,2025-03-17,Books,2992.85,Pending,Chennai,38,Premium,2025-03-17 16:13:00,user730@example.com,user730,2992.85,S080,1,15,P8389,Urgent,3521.0,4154.78
U00731,TXN100731,South,2025-07-23,Books,3678.0,Refunded,Bengaluru,22,Basic,2025-07-23 21:42:00,user731@example.com,user731,1839.0,S001,2,25,P2406,Low,2452.0,2893.36
U00732,TXN100732,North,2025-06-23,Electronics,12064.0,Failed,Kolkata,41,Basic,2025-06-23 23:17:00,user732@example.com,user732,1206.4,S059,10,20,P7719,Urgent,1508.0,1779.44
U00733,TXN100733,West,2025-07-07,Fashion,7496.0,Completed,Chennai,36,Free,2025-07-07 11:41:00,user733@example.com,user733,3748.0,S018,2,20,P8861,Low,4685.0,5528.3
U00734,TXN100734,South,2025-06-02,Sports,10941.0,Failed,Kolkata,48,Premium,2025-06-02 17:03:00,user734@example.com,user734,1563.0,S089,7,25,P4330,Low,2084.0,2459.12
U00735,TXN100735,North,2026-04-05,Sports,28657.5,Completed,Jaipur,29,Free,2026-04-05 05:36:00,user735@example.com,user735,2865.75,S092,10,25,P1508,Urgent,3821.0,4508.78
U00736,TXN100736,West,2025-04-08,Books,8958.6,Refunded,Chennai,48,Premium,2025-04-08 14:10:00,user736@example.com,user736,1279.8,S068,7,10,P1584,Medium,1422.0,1677.96
U00737,TXN100737,West,2025-05-29,Home,16062.6,Failed,Kolkata,60,Basic,2025-05-29 22:54:00,user737@example.com,user737,4015.65,S077,4,5,P3636,Urgent,4227.0,4987.86
U00738,TXN100738,North,2026-04-21,Grocery,678.3,Completed,Bengaluru,18,Basic,2026-04-21 01:03:00,user738@example.com,user738,226.1,S056,3,15,P5884,Urgent,266.0,313.88
U00739,TXN100739,South,2025-10-24,Electronics,22790.5,Failed,Pune,43,Free,2025-10-24 05:56:00,user739@example.com,user739,4558.1,S007,5,5,P9978,Urgent,4798.0,5661.64
